,open,high,low,close,volume,adj_close
2026-06-04,390.0,401.375,389.82,396.47,12666064,396.47
2026-06-05,399.54,404.04,397.2,399.47,10897297,399.47
2026-06-08,397.13,408.71,394.9896,406.57,6963211,406.57
2026-06-09,409.99,413.0,407.44,413.0,8590373,413.0
2026-06-10,413.5,415.98,404.55,407.46,6512882,407.46
2026-06-11,408.71,409.98,403.11,405.55,4938139,405.55
2026-06-12,409.01,409.89,404.81,408.52,7269619,408.52
2026-06-15,406.7,414.155,399.65,411.04,6777892,411.04
2026-06-16,410.675,411.75,406.54,407.65,4815079,407.65
2026-06-17,409.12,411.16,398.59,399.53,5838763,399.53
2026-06-18,402.77,406.2,399.15,400.96,11896852,400.96
2026-06-22,402.14,409.46,402.14,406.68,5818614,406.68
2026-06-23,409.52,409.9,402.835,409.25,6675885,409.25
2026-06-24,410.535,413.43,400.0,405.8,6858810,405.8
2026-06-25,406.65,417.58,406.65,415.53,6018521,415.53
2026-06-26,416.16,427.93,416.16,427.89,10588247,427.89
2026-06-29,426.53,426.695,415.81,419.82,5167409,419.82
2026-06-30,422.72,422.74,413.25,415.63,5779798,415.63
2026-07-01,417.11,428.02,413.73,426.54,4985860,426.54
2026-07-02,428.13,430.2,420.54,425.36,3931596,425.36
2026-07-06,423.49,424.435,415.05,417.99,6379039,417.99
2026-07-07,423.95,428.6,422.13,428.19,5800450,428.19
2026-07-08,427.145,430.77,423.83,425.6,3859208,425.6
2026-07-09,427.11,434.2999,423.516,431.68,5565979,431.68
2026-07-10,431.67,432.855,423.65,424.62,3798624,424.62
2026-07-13,426.465,431.55,425.525,429.09,3863760,429.09
2026-07-14,431.0,432.15,421.785,425.19,5135861,425.19
2026-07-15,419.49,424.11,414.37,418.52,6764791,418.52
2026-07-16,449.39,461.62,420.37,423.38,13281896,423.38
2026-07-17,426.72,437.47,425.1,426.09,10718109,426.09
2026-07-20,427.25,431.015,417.38,421.55,4818810,421.55
2026-07-21,422.48,437.0,420.5,436.35,6833628,436.35
2026-07-22,434.95,436.32,429.7,431.31,4234137,431.31
2026-07-23,428.265,430.485,420.4001,423.56,4868745,423.56
2026-07-24,425.24,429.0,418.92,420.74,3752476,420.74
2026-07-27,422.51,422.88,412.54,417.64,4616624,417.64
2026-07-28,419.93,430.46,415.11,428.79,5919971,428.79
2026-07-29,428.26,431.68,420.35,420.57,5260734,420.57
2026-07-30,415.19,427.34,411.29,421.47,3650543,421.47
2026-07-31,422.0,422.81,414.06,414.4,3920870,414.4
2026-08-03,417.43,419.34,413.315,415.36,3209606,415.36
2026-08-04,415.555,416.0,406.67,407.55,5266258,407.55
2026-08-05,403.19,416.36,397.8,412.75,5399007,412.75
2026-08-06,415.27,416.97,402.4,403.97,4712393,403.97
2026-08-07,401.585,410.64,400.66,407.08,4095868,407.08
2026-08-10,408.6,413.07,407.99,408.74,3182188,408.74
2026-08-11,409.0,410.9047,401.32,402.19,3398912,402.19
2026-08-12,400.98,407.2,400.5,405.59,3317170,405.59
2026-08-13,405.59,407.32,398.59,399.06,4170216,399.06
2026-08-14,398.0,403.18,396.56,401.73,3476442,401.73
2026-08-17,398.57,398.9,391.425,395.62,5295055,395.62
2026-08-18,397.43,398.79,393.51,393.93,3605082,393.93
2026-08-19,394.57,396.8,386.33,388.61,5268509,388.61
2026-08-20,388.25,392.7095,383.83,384.85,4497174,384.85
2026-08-21,386.0,393.655,386.0,390.11,4885901,390.11
2026-08-24,391.04,399.58,390.855,398.76,4687755,398.76
2026-08-25,397.8,399.03,395.62,396.59,2651632,396.59
